Perfil de Temperatura
Posicao(m)	Temperatura
       0	320
0.0104167	153.008
0.0208333	78.9708
 0.03125	46.1454
0.0416667	31.5918
0.0520833	25.1394
  0.0625	22.2786
0.0729167	21.0103
0.0833333	20.448
 0.09375	20.1989
0.104167	20.0887
0.114583	20.0404
   0.125	20.0205
0.135417	20.0148
0.145833	20.0195
 0.15625	20.0379
0.166667	20.0828
0.177083	20.1855
  0.1875	20.4179
0.197917	20.9423
0.208333	22.1252
 0.21875	24.7933
0.229167	30.8113
0.239583	44.3849
    0.25	75
