104.776  104.776  104.772  104.765  104.755  104.741  104.724  104.703  104.679  104.651   104.62  104.585  104.546  104.504  104.458  104.408  104.355  104.297  104.236  104.171  104.102  104.029  103.952   103.87  103.784  103.694    103.6  103.501  103.398  103.289  103.177  103.059  102.936  102.809  102.676  102.538  102.395  102.246  102.092  101.932  101.767  101.595  101.418  101.235  101.045  100.849  100.647  100.438  100.222      100 
 104.776  104.776  104.772  104.765  104.755  104.741  104.724  104.703  104.679  104.651   104.62  104.585  104.546  104.504  104.458  104.408  104.355  104.297  104.236  104.171  104.102  104.029  103.952   103.87  103.784  103.694    103.6  103.501  103.398  103.289  103.177  103.059  102.936  102.809  102.676  102.538  102.395  102.246  102.092  101.932  101.767  101.595  101.418  101.235  101.045  100.849  100.647  100.438  100.222      100 
 104.772  104.772  104.769  104.762  104.752  104.738  104.721    104.7  104.676  104.648  104.616  104.581  104.543  104.501  104.455  104.405  104.352  104.294  104.233  104.168  104.099  104.026  103.949  103.868  103.782  103.692  103.598  103.499  103.395  103.287  103.174  103.057  102.934  102.807  102.674  102.536  102.393  102.245  102.091  101.931  101.766  101.594  101.417  101.234  101.044  100.849  100.646  100.438  100.222      100 
 104.765  104.765  104.762  104.755  104.745  104.731  104.714  104.693  104.669  104.641   104.61  104.575  104.536  104.494  104.448  104.399  104.346  104.288  104.227  104.162  104.094  104.021  103.943  103.862  103.777  103.687  103.593  103.494  103.391  103.283   103.17  103.053  102.931  102.803  102.671  102.533   102.39  102.242  102.088  101.929  101.764  101.592  101.415  101.232  101.043  100.848  100.646  100.437  100.222      100 
 104.755  104.755  104.752  104.745  104.734  104.721  104.704  104.683  104.659  104.631    104.6  104.565  104.527  104.485  104.439   104.39  104.336  104.279  104.219  104.154  104.085  104.012  103.935  103.854  103.769  103.679  103.585  103.487  103.384  103.276  103.164  103.047  102.925  102.798  102.666  102.528  102.386  102.238  102.084  101.925   101.76   101.59  101.413   101.23  101.041  100.846  100.645  100.436  100.222      100 
 104.741  104.741  104.738  104.731  104.721  104.707   104.69  104.669  104.645  104.618  104.587  104.552  104.514  104.472  104.426  104.377  104.324  104.267  104.207  104.142  104.074  104.001  103.924  103.844  103.759  103.669  103.576  103.478  103.375  103.268  103.156  103.039  102.917  102.791  102.659  102.522   102.38  102.232  102.079  101.921  101.756  101.586   101.41  101.227  101.039  100.844  100.643  100.435  100.221      100 
 104.724  104.724  104.721  104.714  104.704   104.69  104.673  104.652  104.628  104.601   104.57  104.536  104.497  104.456   104.41  104.361  104.309  104.252  104.192  104.128  104.059  103.987  103.911   103.83  103.746  103.657  103.564  103.466  103.364  103.257  103.145  103.029  102.908  102.782  102.651  102.514  102.372  102.225  102.073  101.915  101.751  101.581  101.406  101.224  101.036  100.842  100.641  100.434  100.221      100 
 104.703  104.703    104.7  104.693  104.683  104.669  104.652  104.632  104.608  104.581   104.55  104.516  104.478  104.437  104.391  104.343   104.29  104.234  104.174   104.11  104.042   103.97  103.895  103.815   103.73  103.642  103.549  103.452   103.35  103.244  103.133  103.017  102.897  102.771   102.64  102.505  102.364  102.217  102.065  101.908  101.745  101.576  101.401   101.22  101.032  100.839  100.639  100.433   100.22      100 
 104.679  104.679  104.676  104.669  104.659  104.645  104.628  104.608  104.585  104.557  104.527  104.493  104.455  104.414  104.369  104.321  104.269  104.213  104.153   104.09  104.022  103.951  103.875  103.796  103.712  103.624  103.532  103.435  103.334  103.229  103.118  103.003  102.883  102.758  102.628  102.493  102.353  102.207  102.056    101.9  101.737  101.569  101.395  101.215  101.028  100.836  100.637  100.431  100.219      100 
 104.651  104.651  104.648  104.641  104.631  104.618  104.601  104.581  104.557  104.531    104.5  104.466  104.429  104.388  104.344  104.296  104.244  104.188  104.129  104.066  103.999  103.928  103.854  103.775  103.691  103.604  103.513  103.417  103.316  103.211  103.102  102.987  102.868  102.744  102.615  102.481  102.341  102.196  102.046   101.89  101.729  101.561  101.388  101.209  101.024  100.832  100.634  100.429  100.218      100 
  104.62   104.62  104.616   104.61    104.6  104.587   104.57   104.55  104.527    104.5   104.47  104.437    104.4  104.359  104.315  104.267  104.216  104.161  104.102   104.04  103.973  103.903  103.829   103.75  103.668  103.581  103.491  103.395  103.296  103.191  103.083  102.969  102.851  102.728  102.599  102.466  102.327  102.184  102.034   101.88  101.719  101.553  101.381  101.202  101.018  100.828  100.631  100.427  100.217      100 
 104.585  104.585  104.581  104.575  104.565  104.552  104.536  104.516  104.493  104.466  104.437  104.403  104.367  104.327  104.283  104.236  104.185   104.13  104.072   104.01  103.944  103.875  103.801  103.724  103.642  103.556  103.466  103.371  103.273  103.169  103.061  102.949  102.832  102.709  102.582   102.45  102.312   102.17  102.021  101.868  101.708  101.543  101.372  101.195  101.012  100.823  100.627  100.425  100.216      100 
 104.546  104.546  104.543  104.536  104.527  104.514  104.497  104.478  104.455  104.429    104.4  104.367   104.33  104.291  104.247  104.201   104.15  104.097  104.039  103.978  103.913  103.844  103.771  103.694  103.613  103.528  103.439  103.345  103.247  103.145  103.038  102.927   102.81  102.689  102.563  102.432  102.296  102.154  102.007  101.855  101.696  101.533  101.363  101.187  101.005  100.817  100.623  100.422  100.214      100 
 104.504  104.504  104.501  104.494  104.485  104.472  104.456  104.437  104.414  104.388  104.359  104.327  104.291  104.251  104.209  104.163  104.113   104.06  104.003  103.942  103.878  103.809  103.737  103.661  103.581  103.497  103.409  103.316   103.22  103.118  103.013  102.902  102.787  102.667  102.542  102.412  102.277  102.137  101.991   101.84  101.683  101.521  101.353  101.178  100.998  100.811  100.618  100.419  100.213      100 
 104.458  104.458  104.455  104.448  104.439  104.426   104.41  104.391  104.369  104.344  104.315  104.283  104.247  104.209  104.167  104.121  104.072  104.019  103.963  103.903   103.84  103.772  103.701  103.626  103.547  103.464  103.377  103.285  103.189  103.089  102.985  102.875  102.762  102.643  102.519  102.391  102.257  102.118  101.974  101.825  101.669  101.508  101.342  101.169   100.99  100.805  100.614  100.416  100.211      100 
 104.408  104.408  104.405  104.399   104.39  104.377  104.361  104.343  104.321  104.296  104.267  104.236  104.201  104.163  104.121  104.076  104.028  103.976   103.92  103.861  103.798  103.732  103.662  103.588   103.51  103.428  103.342  103.251  103.157  103.058  102.954  102.847  102.734  102.617  102.495  102.368  102.236  102.098  101.956  101.808  101.654  101.495   101.33  101.159  100.981  100.798  100.608  100.412   100.21      100 
 104.355  104.355  104.352  104.346  104.336  104.324  104.309   104.29  104.269  104.244  104.216  104.185   104.15  104.113  104.072  104.028   103.98  103.929  103.874  103.816  103.754  103.689  103.619  103.546  103.469  103.389  103.304  103.215  103.121  103.024  102.922  102.815  102.704  102.589  102.468  102.343  102.212  102.077  101.936  101.789  101.637   101.48  101.317  101.147  100.972  100.791  100.603  100.409  100.208      100 
 104.297  104.297  104.294  104.288  104.279  104.267  104.252  104.234  104.213  104.188  104.161   104.13  104.097   104.06  104.019  103.976  103.929  103.878  103.825  103.767  103.707  103.642  103.574  103.502  103.426  103.347  103.263  103.175  103.084  102.987  102.887  102.782  102.673  102.558   102.44  102.316  102.187  102.053  101.914   101.77   101.62  101.464  101.303  101.135  100.962  100.783  100.597  100.404  100.206      100 
 104.236  104.236  104.233  104.227  104.218  104.207  104.192  104.174  104.153  104.129  104.102  104.072  104.039  104.003  103.963   103.92  103.874  103.825  103.772  103.716  103.656  103.592  103.525  103.455   103.38  103.302   103.22  103.133  103.043  102.948   102.85  102.746  102.639  102.526  102.409  102.287   102.16  102.028  101.891  101.748  101.601  101.447  101.288  101.122  100.951  100.774   100.59    100.4  100.203      100 
 104.171  104.171  104.168  104.162  104.154  104.142  104.128   104.11   104.09  104.066   104.04   104.01  103.978  103.942  103.903  103.861  103.816  103.767  103.716   103.66  103.602  103.539  103.474  103.404  103.331  103.254  103.173  103.089      103  102.907   102.81  102.708  102.602  102.492  102.376  102.256  102.131  102.002  101.866  101.726   101.58  101.429  101.272  101.109   100.94  100.765  100.583  100.396  100.201      100 
 104.102  104.102  104.099  104.094  104.085  104.074  104.059  104.042  104.022  103.999  103.973  103.944  103.913  103.878   103.84  103.798  103.754  103.707  103.656  103.602  103.544  103.483  103.419  103.351  103.279  103.204  103.124  103.041  102.954  102.863  102.767  102.668  102.563  102.455  102.342  102.224  102.101  101.973   101.84  101.702  101.558  101.409  101.255  101.094  100.928  100.755  100.576  100.391  100.199      100 
 104.029  104.029  104.026  104.021  104.012  104.001  103.987   103.97  103.951  103.928  103.903  103.875  103.844  103.809  103.772  103.732  103.689  103.642  103.592  103.539  103.483  103.424   103.36  103.294  103.224   103.15  103.072  102.991  102.905  102.816  102.722  102.625  102.522  102.416  102.305  102.189  102.068  101.943  101.812  101.677  101.535  101.389  101.237  101.078  100.914  100.744  100.568  100.385  100.196      100 
 103.952  103.952  103.949  103.943  103.935  103.924  103.911  103.895  103.875  103.853  103.829  103.801  103.771  103.737  103.701  103.662  103.619  103.574  103.525  103.474  103.419   103.36  103.299  103.234  103.165  103.093  103.017  102.937  102.854  102.766  102.675  102.579  102.479  102.375  102.266  102.152  102.034  101.911  101.783  101.649  101.511  101.367  101.217  101.062  100.901  100.733   100.56   100.38  100.193      100 
  103.87   103.87  103.867  103.862  103.854  103.844   103.83  103.815  103.796  103.775   103.75  103.724  103.694  103.661  103.626  103.588  103.546  103.502  103.455  103.404  103.351  103.294  103.234   103.17  103.103  103.033  102.958  102.881  102.799  102.714  102.624  102.531  102.433  102.331  102.224  102.113  101.998  101.877  101.751  101.621  101.485  101.344  101.197  101.044  100.886  100.722  100.551  100.374   100.19      100 
 103.784  103.784  103.782  103.777  103.769  103.759  103.746   103.73  103.712  103.691  103.668  103.642  103.613  103.581  103.547   103.51  103.469  103.426   103.38  103.331  103.279  103.224  103.165  103.103  103.038  102.969  102.897  102.821  102.742  102.658  102.571   102.48  102.384  102.285  102.181  102.072  101.959  101.841  101.718  101.591  101.458  101.319  101.175  101.026   100.87  100.709  100.542  100.368  100.187      100 
 103.694  103.694  103.692  103.687  103.679  103.669  103.657  103.642  103.624  103.604  103.581  103.556  103.528  103.497  103.464  103.428  103.389  103.347  103.302  103.254  103.204   103.15  103.093  103.033  102.969  102.902  102.832  102.758  102.681    102.6  102.515  102.426  102.333  102.236  102.134  102.029  101.918  101.803  101.683  101.559  101.429  101.293  101.153  101.006  100.854  100.696  100.532  100.361  100.184      100 
   103.6    103.6  103.598  103.593  103.585  103.576  103.564  103.549  103.532  103.513   103.49  103.466  103.439  103.409  103.377  103.341  103.304  103.263   103.22  103.173  103.124  103.072  103.017  102.958  102.897  102.832  102.764  102.692  102.617  102.538  102.456  102.369  102.279  102.184  102.086  101.983  101.875  101.763  101.647  101.525  101.398  101.266  101.129  100.986  100.837  100.682  100.521  100.354   100.18      100 
 103.501  103.501  103.499  103.494  103.487  103.478  103.466  103.452  103.435  103.417  103.395  103.371  103.345  103.316  103.285  103.251  103.215  103.175  103.133  103.089  103.041  102.991  102.937  102.881  102.821  102.758  102.692  102.623   102.55  102.474  102.394   102.31  102.222   102.13  102.035  101.935   101.83  101.721  101.608  101.489  101.366  101.237  101.103  100.964  100.818  100.667   100.51  100.347  100.177      100 
 103.398  103.398  103.395  103.391  103.384  103.375  103.364   103.35  103.334  103.316  103.296  103.273  103.247   103.22  103.189  103.157  103.121  103.084  103.043      103  102.954  102.905  102.854  102.799  102.742  102.681  102.617   102.55   102.48  102.406  102.328  102.247  102.162  102.074  101.981  101.884  101.783  101.677  101.567  101.452  101.332  101.207  101.076  100.941  100.799  100.652  100.499  100.339  100.173      100 
 103.289  103.289  103.287  103.283  103.276  103.268  103.257  103.244  103.229  103.211  103.191  103.169  103.145  103.118  103.089  103.058  103.024  102.987  102.948  102.907  102.863  102.816  102.766  102.714  102.658    102.6  102.538  102.474  102.406  102.334   102.26  102.182    102.1  102.014  101.924  101.831  101.733  101.631  101.524  101.412  101.296  101.175  101.048  100.916  100.779  100.636  100.486  100.331  100.169      100 
 103.177  103.177  103.174   103.17  103.164  103.156  103.145  103.133  103.118  103.101  103.083  103.061  103.038  103.012  102.985  102.954  102.922  102.887   102.85   102.81  102.767  102.722  102.675  102.624  102.571  102.515  102.456  102.394  102.328   102.26  102.188  102.113  102.034  101.951  101.865  101.775   101.68  101.582  101.479  101.371  101.259  101.141  101.019  100.891  100.758  100.618  100.473  100.322  100.164      100 
