 103.059  103.059  103.057  103.053  103.047  103.039  103.029  103.017  103.003  102.987  102.969  102.949  102.927  102.902  102.875  102.847  102.815  102.782  102.746  102.708  102.668  102.624  102.579  102.531   102.48  102.426  102.369   102.31  102.247  102.182  102.113   102.04  101.965  101.886  101.803  101.716  101.625   101.53  101.431  101.327  101.219  101.106  100.988  100.864  100.735    100.6   100.46  100.313   100.16      100 
 102.936  102.936  102.934  102.931  102.925  102.917  102.908  102.897  102.883  102.868  102.851  102.831   102.81  102.787  102.762  102.734  102.704  102.673  102.639  102.602  102.563  102.522  102.479  102.433  102.384  102.333  102.279  102.222  102.162    102.1  102.034  101.965  101.892  101.817  101.737  101.654  101.567  101.476  101.381  101.281  101.177  101.068  100.955  100.836  100.711  100.581  100.445  100.303  100.155      100 
 102.809  102.809  102.807  102.803  102.798  102.791  102.782  102.771  102.758  102.744  102.728  102.709  102.689  102.667  102.643  102.617  102.589  102.558  102.526  102.492  102.455  102.416  102.375  102.331  102.285  102.236  102.184   102.13  102.074  102.014  101.951  101.886  101.817  101.744  101.669  101.589  101.506  101.419  101.328  101.233  101.134  101.029   100.92  100.806  100.686  100.561   100.43  100.293   100.15      100 
 102.676  102.676  102.674  102.671  102.666  102.659  102.651   102.64  102.628  102.615  102.599  102.582  102.563  102.542  102.519  102.495  102.468   102.44  102.409  102.376  102.342  102.305  102.266  102.224  102.181  102.134  102.086  102.035  101.981  101.924  101.865  101.803  101.737  101.669  101.597  101.521  101.443   101.36  101.273  101.183  101.088  100.988  100.884  100.774   100.66   100.54  100.414  100.283  100.145      100 
 102.538  102.538  102.536  102.533  102.528  102.522  102.514  102.505  102.493   102.48  102.466   102.45  102.432  102.412  102.391  102.368  102.343  102.316  102.287  102.256  102.224  102.189  102.152  102.113  102.072  102.029  101.983  101.935  101.884  101.831  101.775  101.716  101.654  101.589  101.521   101.45  101.376  101.297  101.215  101.129  101.039  100.945  100.845  100.741  100.632  100.518  100.398  100.271  100.139      100 
 102.395  102.395  102.393   102.39  102.386   102.38  102.372  102.364  102.353  102.341  102.327  102.312  102.296  102.277  102.257  102.236  102.212  102.187   102.16  102.131  102.101  102.068  102.034  101.997  101.959  101.918  101.875   101.83  101.783  101.733   101.68  101.625  101.567  101.506  101.443  101.376  101.305  101.232  101.154  101.073  100.988  100.899  100.805  100.707  100.603  100.494   100.38   100.26  100.133      100 
 102.246  102.246  102.245  102.242  102.238  102.232  102.225  102.217  102.207  102.196  102.184   102.17  102.154  102.137  102.118  102.098  102.077  102.053  102.028  102.001  101.973  101.943  101.911  101.877  101.841  101.803  101.763  101.721  101.677  101.631  101.582   101.53  101.476  101.419   101.36  101.297  101.232  101.163  101.091  101.015  100.935  100.851  100.763   100.67  100.572  100.469  100.361  100.247  100.127      100 
 102.092  102.092  102.091  102.088  102.084  102.079  102.073  102.065  102.056  102.046  102.034  102.021  102.007  101.991  101.974  101.956  101.936  101.914  101.891  101.866   101.84  101.812  101.783  101.751  101.718  101.683  101.647  101.608  101.567  101.524  101.479  101.431  101.381  101.328  101.273  101.215  101.154  101.091  101.023  100.953  100.878    100.8  100.718  100.631   100.54  100.443  100.341  100.234   100.12      100 
 101.932  101.932  101.931  101.929  101.925  101.921  101.915  101.908    101.9   101.89   101.88  101.868  101.855   101.84  101.825  101.808  101.789   101.77  101.748  101.726  101.702  101.677  101.649  101.621  101.591  101.559  101.525  101.489  101.452  101.412  101.371  101.327  101.281  101.233  101.183  101.129  101.073  101.015  100.953  100.887  100.819  100.747   100.67   100.59  100.505  100.415   100.32   100.22  100.113      100 
 101.767  101.767  101.766  101.763   101.76  101.756  101.751  101.745  101.737  101.729  101.719  101.708  101.696  101.683  101.669  101.654  101.637   101.62  101.601   101.58  101.558  101.535  101.511  101.485  101.458  101.429  101.398  101.366  101.332  101.296  101.258  101.219  101.177  101.134  101.088  101.039  100.988  100.935  100.878  100.819  100.756   100.69   100.62  100.547  100.469  100.386  100.298  100.205  100.106      100 
 101.595  101.595  101.594  101.592   101.59  101.586  101.581  101.576  101.569  101.561  101.553  101.543  101.533  101.521  101.508  101.495   101.48  101.464  101.447  101.429  101.409  101.389  101.367  101.344  101.319  101.293  101.266  101.237  101.207  101.175  101.141  101.106  101.068  101.029  100.988  100.945  100.899  100.851    100.8  100.747   100.69  100.631  100.568  100.501   100.43  100.355  100.274  100.189  100.098      100 
 101.418  101.418  101.417  101.415  101.413   101.41  101.406  101.401  101.395  101.388  101.381  101.372  101.363  101.353  101.342   101.33  101.317  101.303  101.288  101.272  101.255  101.236  101.217  101.197  101.175  101.153  101.129  101.103  101.076  101.048  101.019  100.988  100.955   100.92  100.884  100.845  100.805  100.763  100.718   100.67   100.62  100.568  100.511  100.452  100.389  100.321  100.249  100.172  100.089      100 
 101.235  101.235  101.234  101.232   101.23  101.227  101.224   101.22  101.215  101.209  101.202  101.195  101.187  101.178  101.169  101.159  101.147  101.135  101.122  101.109  101.094  101.078  101.062  101.044  101.026  101.006  100.986  100.964  100.941  100.916  100.891  100.864  100.836  100.806  100.774  100.741  100.707   100.67  100.631   100.59  100.547  100.501  100.452    100.4  100.345  100.286  100.222  100.154   100.08      100 
 101.045  101.045  101.044  101.043  101.041  101.039  101.036  101.032  101.028  101.024  101.018  101.012  101.005  100.998   100.99  100.981  100.972  100.962  100.951   100.94  100.928  100.914  100.901  100.886   100.87  100.854  100.837  100.818  100.799  100.779  100.758  100.735  100.711  100.686   100.66  100.632  100.603  100.572   100.54  100.505  100.469   100.43  100.389  100.345  100.298  100.247  100.193  100.134   100.07      100 
 100.849  100.849  100.849  100.848  100.846  100.844  100.842  100.839  100.836  100.832  100.828  100.823  100.817  100.811  100.805  100.798  100.791  100.783  100.774  100.765  100.755  100.744  100.733  100.722  100.709  100.696  100.682  100.667  100.652  100.636  100.618    100.6  100.581  100.561   100.54  100.518  100.494  100.469  100.443  100.415  100.386  100.355  100.321  100.286  100.247  100.206  100.162  100.113  100.059      100 
 100.647  100.647  100.646  100.646  100.645  100.643  100.641  100.639  100.637  100.634  100.631  100.627  100.623  100.618  100.614  100.608  100.603  100.597   100.59  100.583  100.576  100.568   100.56  100.551  100.542  100.532  100.521   100.51  100.499  100.486  100.473   100.46  100.445   100.43  100.414  100.398   100.38  100.361  100.341   100.32  100.298  100.274  100.249  100.222  100.193  100.162  100.127   100.09  100.047      100 
 100.438  100.438  100.438  100.437  100.436  100.435  100.434  100.433  100.431  100.429  100.427  100.425  100.422  100.419  100.416  100.412  100.409  100.404    100.4  100.396  100.391  100.385   100.38  100.374  100.368  100.361  100.354  100.347  100.339  100.331  100.322  100.313  100.303  100.293  100.283  100.271   100.26  100.247  100.234   100.22  100.205  100.189  100.172  100.154  100.134  100.113   100.09  100.064  100.034      100 
 100.222  100.222  100.222  100.222  100.222  100.221  100.221   100.22  100.219  100.218  100.217  100.216  100.214  100.213  100.211   100.21  100.208  100.206  100.203  100.201  100.199  100.196  100.193   100.19  100.187  100.184   100.18  100.177  100.173  100.169  100.164   100.16  100.155   100.15  100.145  100.139  100.133  100.127   100.12  100.113  100.106  100.098  100.089   100.08   100.07  100.059  100.047  100.034  100.019      100 
     100      100      100      100      100      100      100      100      100      100      100      100      100      100      100      100      100      100      100      100      100      100      100      100      100      100      100      100      100      100      100      100      100      100      100      100      100      100      100      100      100      100      100      100      100      100      100      100      100      100 
