Perfil de Temperatura
  x y T
 80.0142  80.0142  80.9453  82.7462   85.322  88.5331  92.1983  96.1014      100
 77.9552  77.9552  78.9782  80.9574  83.7897  87.3233  91.3628   95.675      100
 76.8992  76.8992  77.9692  80.0396  83.0031  86.7022  90.9335  95.4558      100
 76.8992  76.8992  77.9692  80.0396  83.0031  86.7022  90.9335  95.4558      100

     100      100      100      100      100      100      100      100      100
 95.7406  95.7406  95.9505  96.3555   96.932  97.6442   98.443  99.2613      100
 91.4954  91.4954  91.9063  92.6995  93.8295  95.2285  96.8054  98.4442      100
 87.5203  87.5203  88.1147  89.2627     90.9  92.9315  95.2319  97.6477      100
 84.0448  84.0448  84.7971  86.2509  88.3263  90.9062  93.8381  96.9386      100
 81.2621  81.2621  82.1397  83.8361  86.2599   89.277  92.7144  96.3657      100
 79.3222  79.3222  80.2865  82.1513   84.817  88.1383  91.9281  95.9644      100
 78.3266  78.3266  79.3354  81.2863  84.0759  87.5531  91.5239  95.7581      100
 78.3266  78.3266  79.3354  81.2863  84.0759  87.5531  91.5239  95.7581      100

     100      100      100      100      100      100      100      100      100
 96.0275  96.0275   96.225  96.6059  97.1473  97.8149  98.5613  99.3218      100
 92.0556  92.0556  92.4424  93.1884    94.25  95.5618  97.0365  98.5625      100
 88.3278  88.3278  88.8874  89.9674  91.5061   93.412  95.5651  97.8182      100
 85.0629  85.0629  85.7714  87.1394  89.0904  91.5119  94.2581  97.1535      100
 82.4454  82.4454   83.272  84.8688  87.1479   89.981  93.2025  96.6155      100
 80.6188  80.6188  81.5274  83.2829  85.7902  88.9098   92.463  96.2382      100
  79.681   79.681  80.6314  82.4683  85.0924   88.359  92.0826  96.0441      100
  79.681   79.681  80.6314  82.4683  85.0924   88.359  92.0826  96.0441      100

     100      100      100      100      100      100      100      100      100
  96.299   96.299  96.4848  96.8427  97.3508  97.9762  98.6731   99.379      100
  92.586   92.586  92.9498   93.651  94.6476  95.8769  97.2549  98.6742      100
 89.0927  89.0927  89.6192  90.6345  92.0795  93.8663  95.8799  97.9793      100
 86.0276  86.0276  86.6943  87.9808  89.8137   92.085  94.6553  97.3567      100
 83.5672  83.5672  84.3452  85.8472   87.989  90.6474  93.6644  96.8518      100
 81.8486  81.8486  82.7039  84.3556  86.7122  89.6404  92.9694  96.4973      100
 80.9658  80.9658  81.8606  83.5889  86.0556  89.1223  92.6116  96.3147      100
 80.9658  80.9658  81.8606  83.5889  86.0556  89.1223  92.6116  96.3147      100

     100      100      100      100      100      100      100      100      100
  96.556   96.556  96.7306  97.0667  97.5434  98.1287  98.7788  99.4331      100
 93.0882  93.0882  93.4301  94.0887  95.0237  96.1748  97.4613  98.7798      100
 89.8171  89.8171  90.3121  91.2661  92.6222  94.2961  96.1777  98.1316      100
 86.9418  86.9418  87.5688  88.7778  90.4984  92.6274   95.031   97.549      100
 84.6305  84.6305  85.3623  86.7742  88.7855  91.2783  94.1014  97.0754      100
 83.0148  83.0148  83.8193  85.3722  87.5857  90.3322  93.4487  96.7425      100
 82.1842  82.1842  83.0261  84.6512  86.9684  89.8452  93.1124  96.5709      100
 82.1842  82.1842  83.0261  84.6512  86.9684  89.8452  93.1124  96.5709      100

     100      100      100      100      100      100      100      100      100
 96.7994  96.7994  96.9634  97.2788  97.7255  98.2729  98.8787  99.4842      100
 93.5637  93.5637  93.8849  94.5032  95.3797  96.4567  97.6565  98.8796      100
 90.5034  90.5034  90.9684  91.8641  93.1358  94.7028  96.4594  98.2757      100
  87.808   87.808  88.3972  89.5326  91.1468  93.1408  95.3866  97.7308      100
 85.6385  85.6385  86.3263  87.6526    89.54  91.8757  94.5152   97.287      100
 84.1203  84.1203  84.8767  86.3357  88.4133  90.9875  93.9025  96.9746      100
 83.3396  83.3396  84.1311   85.658  87.8332  90.5299  93.5867  96.8135      100
 83.3396  83.3396  84.1311   85.658  87.8332  90.5299  93.5867  96.8135      100

     100      100      100      100      100      100      100      100      100
 97.0298  97.0298  97.1837  97.4796  97.8979  98.4094  98.9731  99.5325      100
 94.0141  94.0141  94.3156  94.8955  95.7166  96.7234  97.8412  98.9741      100
 91.1534  91.1534  91.5901  92.4304  93.6221  95.0878   96.726   98.412      100
 88.6288  88.6288  89.1821  90.2477  91.7609  93.6268  95.7231  97.9029      100
 86.5937  86.5937  87.2398  88.4848  90.2546  92.4414  94.9069  97.4873      100
 85.1684  85.1684   85.879  87.2487  89.1973  91.6081  94.3323  97.1944      100
 84.4349  84.4349  85.1786  86.6123  88.6527  91.1786  94.0359  97.0432      100
 84.4349  84.4349  85.1786  86.6123  88.6527  91.1786  94.0359  97.0432      100

     100      100      100      100      100      100      100      100      100
  97.248   97.248  97.3924  97.6696  98.0611  98.5385  99.0625  99.5782      100
 94.4406  94.4406  94.7235   95.267  96.0356  96.9758  98.0159  99.0634      100
 91.7692  91.7692  92.1789  92.9668  94.0826  95.4522  96.9783   98.541      100
 89.4065  89.4065  89.9257   90.925  92.3424  94.0871  96.0418  98.0658      100
 87.4991  87.4991  88.1055  89.2733  90.9316  92.9772  95.2778   97.677      100
 86.1618  86.1618  86.8289   88.114  89.9402   92.196  94.7393  97.4025      100
 85.4733  85.4733  86.1715  87.5167  89.4291  91.7931  94.4613  97.2607      100
 85.4733  85.4733  86.1715  87.5167  89.4291  91.7931  94.4613  97.2607      100

     100      100      100      100      100      100      100      100      100
 97.4547  97.4547    97.59  97.8496  98.2156  98.6607  99.1472  99.6214      100
 94.8447  94.8447  95.1098  95.6189  96.3376  97.2148  98.1813   99.148      100
 92.3526  92.3526  92.7367  93.4748  94.5187  95.7973  97.2171  98.6631      100
 90.1434  90.1434  90.6303  91.5667  92.8932  94.5229  96.3435  98.2201      100
 88.3571  88.3571  88.9259  90.0204  91.5729  93.4846  95.6291  97.8566      100
 87.1034  87.1034  87.7292  88.9339   90.644  92.7529  95.1248  97.5996      100
 86.4576  86.4576  87.1126  88.3737  90.1648  92.3752  94.8643  97.4667      100
 86.4576  86.4576  87.1126  88.3737  90.1648  92.3752  94.8643  97.4667      100

     100      100      100      100      100      100      100      100      100
 97.6505  97.6505  97.7772    98.02  98.3618  98.7765  99.2273  99.6624      100
 95.2274  95.2274  95.4757  95.9521  96.6236   97.441  98.3379   99.228      100
 92.9053  92.9053  93.2651   93.956  94.9317   96.124  97.4432  98.7787      100
 90.8416  90.8416  91.2979  92.1746  93.4149  94.9357  96.6291  98.3661      100
 89.1701  89.1701  89.7032  90.7283  92.1805  93.9653  95.9618  98.0266      100
 87.9958  87.9958  88.5824  89.7108  91.3108  93.2805  95.4899  97.7862      100
 87.3904  87.3904  88.0045  89.1859  90.8619  92.9267   95.246  97.6618      100
 87.3904  87.3904  88.0045  89.1859  90.8619  92.9267   95.246  97.6618      100

     100      100      100      100      100      100      100      100      100
 97.8359  97.8359  97.9544  98.1814  98.5004  98.8861  99.3031  99.7012      100
   95.59    95.59  95.8224  96.2677  96.8944  97.6553  98.4862  99.3038      100
 93.4289  93.4289  93.7657  94.4118  95.3228  96.4334  97.6574  98.8882      100
 91.5031  91.5031  91.9303  92.7505  93.9092  95.3266  96.8997  98.5044      100
 89.9406  89.9406  90.4398   91.399  92.7561  94.4206  96.2769  98.1877      100
 88.8415  88.8415  89.3909   90.447  91.9426  93.7803  95.8358   97.963      100
